,query
3475,what s the movie based on a true story about a guy who is a talented con man and good at escaping prison
3476,what s the movie based on the shakespeare play about a black man who gets consumed with jealousy over his white wife
3477,what s the movie one of several in a horror series where a group of people must escape an elaborate trap or die
3478,what s the movie that is a sequel to a film that was originally a tv show
3479,what s the movie that is based on homer s odyssey but is set in the rural south
3480,what s the movie that starts in a small pennsylvania community goes to vietnam then returns
3481,what s the movie the first in a series about a crew that lands on a planet and finds a bunch of eggs
3482,what s the movie where a crazy guys owns a hotel and he dresses like his dead mother
3483,what s the movie where a doctor and a housewife keep meeting at a train station and have an affair while rachmaninoff music plays in the background all the time
3484,what s the movie where a killer is supposed to kill his future self but he does n t
3485,what s the movie where a man is obsessed with visions of a mesa in the sw united states and his wife thinks he s going insane
3486,what s the movie where a mild mannered man must use violence to protect his home from an invasion
3487,what s the movie where aaron eckhart and others must save the world from an alien invasion
3488,what s the movie where benicio del toro gets bit by an animal and transform whenever there s a full moon
3489,what s the movie where cartoons mix with the real world and there s a really sexy cartoon red head
3490,what s the movie where hillary swank plays a working woman who decides to get a law degree so she can defend her brother
3491,what s the movie where natalie portman and ashton kutcher ruin their friendship by having sex
3492,what s the movie where paul newman plays a pool hustler who matches his skills against jackie gleason
3493,what s the movie with a title taken from a yeats poem and based on a cormac mccarthy novel
3494,what s the movie with cameron diaz where she plays an awful person with a job in a high school
3495,what s the movie with jonah hill and russel brand about a aging rock star and his chance for a comeback
3496,what s the movie with natalie wood and warren beatty where she plays a kansas girl in love with him
3497,what s the movie with paul rudd and steve carell where paul rudd s character had to bring in a loser to a dinner
3498,what s the movie written by the guy that writes the family guy show that has that big stuffed bear
3499,what s the musical about the education of a poor flower girl and that is based on shaw s pygmalion
3500,what s the musical that features john travolta playing a woman and deals with integration on a 1960 s teen dance tv show
3501,what s the musical that is based on shakespeare s romeo and juliet but it s set in new york
3502,what s the musical that stars robert deniro and liza minnelli and takes place in the 1940 s
3503,what s the musical with barbra streisand that is based on the life of broadway star fanny brice
3504,what s the name a 2010 computer animated film in which a super intelligent alien discovers that after defeating his lifelong enemy his evil is valueless without a hero to fight and in turn creates another to challenge him
3505,what s the name of that alfred hitchcock movie where janet leigh has the famous shower scene
3506,what s the name of that old old mystery movie where nick and nora charles reveal the identity of the murderer at a dinner party
3507,what s the name of the classic science fiction film directed by steven spielberg that deals with the arrival of aliens on earth
3508,what s the name of the dr seuss movie about an elephant and a speck on a flower
3509,what s the name of the movie in which steve mcqueen participates in a prison break from a nazi pow camp in world war ii
3510,what s the name of the movie in which there is a girl and she falls for a man and it s based on the jane austen novel
3511,what s the name of the movie that had shakespeare as a character and he falls for a girl
3512,what s the name of the movie that had the marvel superhero who carried a hammer
3513,what s the name of the movie where clint eastwood s title character tracks down union soldiers who murdered his wife and kid
3514,what s the name of the movie where everyone is talking about a nonexistent criminal mastermind named kaiser sosa
3515,what s the name of the movie where paul newman is imprisoned in the south and forced to work on a chain gang
3516,what s the name of the movie where peter fonda plays a character named captain america and rides a motorcycle across the country
3517,what s the name of the movie with the little girl who has buttons sown on her eyes by her mom it s directed by tim burton
3518,what s the name of the old disney film which included the tale of the sorcerer s apprentice with mickey mouse playing the apprentice
3519,what s the name of the psychological thriller starring natalie portman about a ballerina who is attempting to preform a famous dance
3520,what s the name of the unlikely relationship that develops between kate hepburn and bogart as they float down a river
3521,what s the name of this 1992 american crime drama that was directed by quentin tarantino and featuring harvey keitel and steve buscemi
3522,what s the name of this classic quentin tarantino film that features an ensemble cast including samuel l jackson and john travolta
3523,what s the name of tim burton s movie about a boy and his recently dead dog
3524,what s the peckinpah western that begins with a small town getting wiped out in a shootout between authorities and thieves
3525,what s the pseudo documentary comedy about a film crew following around a man who wants to be a villain from horror movie
3526,what s the pseudo documentary comedy classic about a fictional heavy metal band who sings songs like big bottom
3527,what s the re telling of the beauty and the beast story set in modern day new york city
3528,what s the road trip movie where a mismatched pair travel across the country for the birth of a child
3529,what s the sam raimi directed movie where bruce campbell has to take a chainsaw to his own possessed hand
3530,what s the scorsese masterpiece that is loosely based on the life of boxer jake lamotta
3531,what s the screwball comedy with cary grant and katherine hepburn that features a dinosaur skeleton falling apart
3532,what s the screwball masterpiece with rapid fire dialogue and characters who are in the newspaper world
3533,what s the second movie in the series about a group of weird looking but lovable creatures traveling across some mythical land
3534,what s the slasher film from the early eighties which concerns a mysterious killer who turns out to be a man
3535,what s the soderbergh film that chronicles a virus that sweeps over the world and the effort to combat it
3536,what s the star studded police drama that features sly stallone playing against type as a different sort of hero
3537,what s the superhero movie about a weakling with a strong moral character who undergoes a treatment to possess superhuman strength
3538,what s the suspenseful soderbergh film about a virus that makes its way around the world
3539,what s the tarantino film where jamie foxx plays an ex slave who teams up with a bounty hunter
3540,what s the violent movie about the doomed love between two bank robbers during the great depression
3541,what s the woody allen movie where owen wilson finds himself going back in time and meeting famous people
3542,what 1920 s movie is often thought to be the first recorded film to portray a vampire
3543,what 1927 science fiction silent film depicts a dystopian society in which a visionary woman is replaced by a robot double
3544,what 1931 crime movie tells the tale of a young man who reaches the top of the local criminal element
3545,what 1936 documentary contends that uncontrolled farming in the american central region caused the dust bowl
3546,what 1936 documentary film directed by pare lorenz is about the uncontrolled agriculture in the u s
3547,what 1937 disney classic adapted from the grimm fairy tale was the first full length animated film ever made
3548,what 1937 movie features barbara stanwyck in the title role as a working class woman who married well
3549,what 1939 capra movie starring james stewart and jean arthur shows a fight against political corruption
3550,what 1939 john wayne movie shows a group of people traveling with a constant threat of indians
3551,what 1939 victor fleming movie features a young judy garland as a girl swept away to a magical land
3552,what 1940 classic film tells the story of a wooden puppet that wants to become a real boy
3553,what 1940 movie features cary grant as a newspaper editor and rosalind russell as his ex wife
3554,what 1940 silent film was directed by and starred charlie chaplin as omler the jewish barber
3555,what 1943 movie starring roddy mcdowell follows the bond between joe carraclough and his beloved dog
3556,what 1944 judy garland film tells the story of four sisters who reluctantly move to new york
3557,what 1944 vincente minnelli movie depicts young women learning lessons of life and love as they move to new york
3558,what 1946 frank capra movie featured james stewart and donna reed in the title roles
3559,what 1946 movie stars gregory peck and jane wyman about a boy who adopts a young deer
3560,what 1947 film concerned a man who claimed to be santa claus a claim that was ultimately resolved in court
3561,what 1948 film starring humphey bogart is the story of gold prospectors digging in mexico
3562,what 1948 irving berlin movie starred the dancing team of fred astaire and judy garland
3563,what 1948 movie featured humphrey bogart and lauren bacall in starring roles with a hurricane at a tropical hotel as a backdrop
3564,what 1949 film features james cagney as a crazy criminal who breaks out of prison
3565,what 1952 musical starring gene kelly is most known for a dance sequence involving a lamppost and a storm
3566,what 1953 movie features fred astaire as an artistic director hired for a new broadway musical
3567,what 1954 suspense film directed by alfred hitchcock starred jimmy stewart as a paranoid man
3568,what 1956 paul newman movie depicts him as a wanna be criminal named rocky graziano
3569,what 1959 billy wilder movie featured marilyn monroe tony curtis and jack lemmon as members of an all female band
3570,what 1959 disney movie stars fred mcmurray as a boy who has a spell cast upon him turning him into an animal
3571,what 1960 federico fellini opus filmed in italy starred marcello mastroianni as a paparazzo living and working in rome
3572,what 1960 horror film does a young woman stop at the bates motel ran by norman bates
3573,what 1961 movie stars audrey hepburn as a young socialite who becomes interested in a young man who moves into her building
3574,what 1962 movie starring john wayne tells the story of d day from both the allied and german points of view
3575,what 1964 italian film concerns the stalking and brutal murders of various scantily clad fashion models
3576,what 1964 movie had sean connery as agent 007 in the long running james bond franchise
3577,what 1965 film featured a woman who leaves an austrian convent to become a governess to the children of a naval officer who had been widowed
3578,what 1965 film starred charlton heston as michelangelo and rex harrison as pope julius ii
3579,what 1966 movie depicts a nurse put in charge of an actress who ca n t talk
3580,what 1967 academy award winning film featured lee marvin as an united states army major
3581,what 1967 documentary focused on the plight of inmates at the bridgewater state hospital for the criminally insane
3582,what 1968 british horror film starring vincent price hunting spell casting women during the english civil war
3583,what 1968 sci fi horror flick shows a group of people hiding from zombies in a farm house
3584,what 1968 science fiction film directed by stanley kubrick depicted a spaceship s computer named hal 9000
3585,what 1968 science fiction film directed by stanley kubrick explores the vastness of space and time
3586,what 1969 western had a group of aging outlaws looking for one last big score
3587,what 1970 film about a korean war era army field hospital spawned a hit t v show by the same name that ran from 1972 1983
3588,what 1970 film about americans living in rome was the directorial debut of dario argento
3589,what 1970 film teamed clint eastwood and telly savalas as us soldiers trying to find nazi treasure
3590,what 1973 baseball movie based on the novel by mark harris starred robert de niro in one of his first film roles
3591,what 1973 coming of age film is co written and directed by george lucas and stars richard dreyfuss and ron howard
3592,what 1975 dario argento thriller concerns a medium helping a man solve a series of murders
3593,what 1975 drama does jack nicholson star in as a man that has been admitted to a mental institution
3594,what 1975 film featured susan sarandon with the tag line a different set of jaws
3595,what 1975 terry gilliman satirical comedy features the knights who say ni and arthur king of britons
3596,what 1976 martin scorsese film features robert deniro as a mentally unstable vietnam war veteran
3597,what 1976 movie is a dramatization of a world war ii battle that turned out to be the turning point of the war
3598,what 1976 sylvester stallone film won three academy awards but none for sylvester stallone himself
3599,what 1977 movie starred gregory peck as a legendary general leading the american forces in the pacific theater during world war ii
3600,what 1977 science fiction blockbuster introduced the world to the villain known as darth vader
3601,what 1977 woody allen film garnered diane keaton a best actress in a leading role oscar
3602,what 1978 drama film directed by michael cimino is most famous for its russian roulette scene
3603,what 1978 john landis movie featured john belushi as a toga wearing college student in 1962
3604,what 1980 s and 1990 s sci fi action movie franchise is actor peter keller best know for
3605,what 1980 s film contains such famous lines as have fun stormin the castle and mawwage
3606,what 1980 s movie directed by steven spielberg features a boy named eliot trying to get his new found friend home
3607,what 1980 science fiction classic features characters such as luke skywalker han solo and darth vader
3608,what 1981 steven spielberg movie featured harrison ford as an archaeologist and adventurer with karen allen as his love interest and sidekick
3609,what 1982 movie featured an alien life form that had a fondness for a trail of reese s pieces
3610,what 1982 movie features a novel writer involved in the investigation of the disappearance of a san francisco actress
3611,what 1982 movie features eddie murphy as a criminal and nick nolte as a hard nosed cop
3612,what 1983 film was the first to feature the adventures of the fictional griswold family
3613,what 1984 movie featured tom hulce is the titular composer who is featured in various flashbacks
3614,what 1985 film stars albert brooks as a man who travels the country with his wife in a winnebago
3615,what 1986 cult classic movie stars david bowie as jareth the goblin king and jennifer connelly as sarah
3616,what 1986 science fiction thriller starring sigourney weaver won the oscar for best visual effects
3617,what 1987 movie is a classic fairy tale featuring cary elwes robin wright and mandy patinkin
3618,what 1987 stanley kubrick movie shows r lee ermey as a united states marine corps drill instructor
3619,what 1988 dystopian anime film directed by katsuhiro otomo features a boy riding around future tokyo on a red motorcycle
3620,what 1988 fantasy film features a young dwarf who is tasked to protect a young child from evil
3621,what 1988 robert zemeckis movie starring bob hoskins feature live animation intermingled with live human actors
3622,what 1990 kevin costner film depicts a solitary man at a civil war outpost who falls in love with an indian
3623,what 1991 movie depicts keanu reeves and river phoenix as two best friends living on the streets as hustlers
3624,what 1991 movie features susan sarandon and geena davis as friends who go on an epic road trip
3625,what 1993 film starring angela bassett is loosely based on the life of tina turner
3626,what 1994 film directed by mick nichols starred robin williams as the gay owner of a cabaret
3627,what 1996 coen brothers movie features william h macy and frances mcdormand and used the tagline a homespun murder story
3628,what 1996 movie directed by the coen brothers stars both frances mcdormand and steve buscemi
3629,what 1996 movie featured actors al pacino alec baldwin kevin spacey winona ryder and penelope allen
3630,what 1996 movie featuring paul hogan and elijah wood centered on the relationship between a dolphin the environment and friendship
3631,what 1997 canadian film starring ian holm was adapted from the critically acclaimed novel by russel banks
3632,what 1997 film documents the effects of a tragic bus accident on a small town
3633,what 1998 coen brothers film features crime comedy with stars jeff bridges john goodman and julianne moore
3634,what 1999 flick stars forrest whitaker as a mafia hit man living by the ancient code of the samurai
3635,what 1999 horror film about a sleep study in an old mansion stars catherine zeta jones
3636,what 1999 low budget horror movie became a cult classic is made up of the film that three college shot while camping in the woods searching for an urban legend
3637,what 1999 m night shyamalan movie featured haley joel osment as a boy who can communicate with spirits
3638,what 1999 movie featured three film students who go missing after traveling into the woods
3639,what 2000 movie directed by ang lee won an academy award for its original score
3640,what 2000 movie features a teenager who has a terrifying vision of a plane crash
3641,what 2000 movie spawned 5 sequels all of which continued the tale of teenagers trying to cheat death
3642,what 2000 wuxia film directed by ang lee was nominated for an academy award for best picture
3643,what 2001 fantasy film based on a novel by j r r tolkien tells the story frodo baggins
3644,what 2001 movie featured russell crowe as a young prodigy who develops paranoid schizophrenia
3645,what 2002 action spy thriller starring matt damon spawned four more films the last starring jeremy renner
3646,what 2002 movie is about a man who delivers packages without ever asking any questions
3647,what 2002 movie starred adrien brody as a polish jew living in the ruins of warsaw
3648,what 2002 movie starring tom hanks is about a hitman whose son sees what his father does for a living
3649,what 2002 sam mendes film depicts tom hanks as a hitman who goes on the run
3650,what 2004 clint eastwood movie features hilary swank as a woman who becomes a boxing professional
3651,what 2004 michael moore directed movie attacked the bush administration for it s handling of a major terrorist attack
3652,what 2005 arctic documentary about black and white emperors was narrated by the great morgan freeman
3653,what 2005 film depicts phillip seymor hoffman recounting the murder of a kansas family while becoming close to one of the killers
3654,what 2005 russell crowe and renee zellweger movie depicts the story of washed up boxer james braddock
3655,what 2006 film starring brad pitt focuses on four families in morocco and around the world
3656,what 2007 michael bay movie has shia labeouf and megan fox starring amongst the autobots and decepticons
3657,what 2009 movie stars adrien brody and sarah polley as genetic engineers who create an animal and human hybrid
3658,what 2009 wes anderson directed children s film starred bill murray as the titular animal and meryl streep as his wife
3659,what 2010 adam sandler movie shows the playful side of adults in a camp like setting
3660,what 2010 comedy featuring reese witherspoon and owen wilson is about a young executive in his father s company accused of corporate malfeasance
3661,what 2010 comedy stars jackie chan as bob ho as spy on loan to the cia
3662,what 2010 disney movie stars nicholas cage as balthazar blake in which he searches for the right person to inherit wizard merlin s powers
3663,what 2010 film features the story of a bullied boy who befriends a vampire in los alamos
3664,what 2010 film starring amanda seyfried was based on a book by lise friedman and ceil friedman
3665,what 2010 film stars queen latifah as a physical terapist who falls in love with a basketball player
3666,what 2010 horror film is a remake of the swedish horror film let the right on in
3667,what 2010 julia roberts movie shows a woman who has it all but is n t happy
3668,what 2010 movie depicts tanner maguire as a young boy fighting cancer while inspiring hope in everyone he comes in contact
3669,what 2010 movie featured nicholas cage as a sorcerer searching for the person who would inherit merlin s powers
3670,what 2010 movie featured robert downey jr on a hilarious road trip
3671,what 2010 movie featured tom cruise and cameron diaz as a spy and single girl respectively
3672,what 2010 movie features bruce willis and helen mirren as retired black ops agents forced to come out of retirement
3673,what 2010 movie features zac efron as a young man who sees his dead brother
3674,what 2010 movie finds a man coming to the realization that he was the sperm donor for his best friend s son
3675,what 2010 movie has zack galifianakis starring as bobby a patient in a hospital s psychiatric floor
3676,what 2010 movie is set in the near future and shows the plight of a man who struggles to make payments on the heart he purchased
3677,what 2010 movie is the live action adaptation of an american cartoon series of the same title
3678,what 2010 movie shows a bullied boy befriending a girl vampire who lives in secrecy
3679,what 2010 movie shows queen latifah as a physical therapist falling in love with a basketball player
3680,what 2010 movie stars katherine heigl and josh duhamel as two friends who become the caretaker of an orphaned girl
3681,what 2010 movie written and directed by steve antin featured both a legend and a star
3682,what 2010 post apocalyptic film starring denzel washington as blind man carrying the bible around am i thinking of
3683,what 2010 post apocalyptic film was the first directed by the hughes brothers since 2001 s from hell
3684,what 2010 romantic comedy film directed by mark steven johnson starred kristen bell as an art curator
3685,what 2010 romantic comedy film stars jason bateman and jennifer anniston in which he switches her sperm samples
3686,what 2010 romantic comedy stars queen latifah as a physical therapist and common as a basketball player
3687,what 2010 scifi western directed by jon favreau was based on a 2006 graphic novel
3688,what 2010 thriller directed by greg and colin strause is about alien invasion and abduction
3689,what 2010 tyler perry movie features janet jackson in a story collection of twenty poems
3690,what 2011 action adventure movie depicts an underwater cave diving team experiencing a life threatening crisis
3691,what 2011 adam sandler movie depicts the actor playing both the male and female leads of the movie
3692,what 2011 comedy starred jason bateman jason sudeikis and charlie day as friends plotting against their employers
3693,what 2011 comedy stars elizabeth banks zooey deschanel and emily mortimer as the sisters of paul rudd
3694,what 2011 comedy stars jason bateman and ryan reynolds as friends who accidentally swap bodies
3695,what 2011 documentary directed by jon chu followed a canadian pop star and included footage from his 2010 concert tour
3696,what 2011 film features the title character going up against international assassins hunting down a chinese premier
3697,what 2011 film finds four police officers struggling with their faith and roles as fathers and husbands after a tragedy occurs
3698,what 2011 film finds that a teenager suspects his new neighbor of being a vampire
3699,what 2011 film starring johnny depp is based on work of the same name by hunter s thompson
3700,what 2011 film stars in real life married couple rachel weisz and daniel craig playing a married couple
3701,what 2011 film was loosely based on a short story by philip k dick starring matt damon
3702,what 2011 john singleton movie features taylor lautner as a man who must uncover the truth about his life
3703,what 2011 johnny depp movie shows him playing an american journalist living in puerto rico
3704,what 2011 movie directed by craig brewer takes place largely in a town where dancing and rock music have been outlawed
3705,what 2011 movie directed by rod lurie set in the deep south featured alexander skarsg rd as charlie
3706,what 2011 movie features ginnifer goodwin and kate hudson as friends with issues and secrets
3707,what 2011 movie features hank azaria and a group of tiny blue people trying to get home
3708,what 2011 movie featuring natalie portman and ashton cutcher was about a couple who make a pact to have sex without having a relationship
3709,what 2011 movie had nicolas cage reprising his role as the motorcycle riding johnny blaze on a quest to stop the devil
3710,what 2011 movie is a prequel to a very famous john carpenter movie from 1982 about an alien that morphs into various incarnations
3711,what 2011 movie is the story of bethany hamilton the girl who had her arm bitten of by a tiger shark
3712,what 2011 movie shows the love affair between a politician and a ballerina and the mysterious forces keeping them apart
3713,what 2011 romantic fantasy film is a retelling of beauty and the beast in modern new york city
3714,what 2011 steven spielberg world war i movie features jeremy irvine david thewlis and emily watson
3715,what 2011 superhero movie features ryan reynolds as the titular character who is given an extraordinary ring that grants him the power to create anything he desires
3716,what 2011 superhero movie stars chris hemsworth as the titular god of thunder who later becomes a member of the avengers
3717,what 2012 action film stars joseph gordon levitt as a bike messenger being chased through manhattan
3718,what 2012 ang lee film depicts a young man who survives a disaster at sea
3719,what 2012 animated pixar movie employed julie walters as a voice actress and was directed by mark andrews and brenda chapman
3720,what 2012 box office hit is the first movie in the trilogy series based on novels written by suzanne collins
3721,what 2012 comedy film stars kristin wiig and maya rudolph and is produced by judd apatow
3722,what 2012 crime thriller directed by oliver stone starred john travolta as a corrupt dea agent
3723,what 2012 disney nature documentary movie showcases a 3 year old animal in the wild and is narrated by tim allen
3724,what 2012 film features the team up of your favorite marvel superheroes including iron man captain america and thor
3725,what 2012 film has blake lively as o a beautiful but indecisive girl living with two pot growing men that get on the wrong side of a kingpin s wife played by salma hayek
3726,what 2012 film provides an alternate history of the u s s 16 th president as is based on a book of the same name
3727,what 2012 film stars tyler perry as a detective who is hunting a brutal serial killer
3728,what 2012 horror movie shows a couple haunted by a supernatural presence that is unleashed during a college experiment
3729,what 2012 jason moore movie features anna kendrick a collegiate freshman joining her school s all girls singing group
3730,what 2012 movie depicts billy crystal and bette midler as grandparents looking after their three granchildren
3731,what 2012 movie depicts learning how to survive big wave riding in santa cruz california
3732,what 2012 movie directed by bill condon concluded a saga based on a popular series of books by author stephanie meyer
3733,what 2012 movie features a struggling screenwriter who gets caught up in the los angeles criminal underworld
3734,what 2012 movie features an aging male stripper teaching a newcomer how to make easy money
3735,what 2012 movie features ben stiller vince vaughn and jonah hill as neighbors who ban together to save earth from alien invasion
3736,what 2012 movie features julia roberts as an evil queen who steals control of a kingdom
3737,what 2012 movie features two determined mothers looking to transform their children s inner city school
3738,what 2012 movie finds zac efron portraying a united states marine who travels to louisiana
3739,what 2012 movie is a remake of a famous tv show about cops going undercover as high school students
3740,what 2012 movie remake was based off of a tv show featuring a young johnny depp
3741,what 2012 movie starring johnny depp as the vampire barnabas collins was based off a tv show
3742,what 2012 movie stars channing tatum and jonah hill as underachieving cops sent to go undercover at a high school
3743,what 2012 movie thriller finds elisabeth shue being a mother to jennifer lawrence in a new town
3744,what 2012 multi million dollar action movie starring taylor kitsch was a major box office flop
3745,what 2012 robert zemekis film stars denzel washington as a commercial pilot who also is an alcoholic
3746,what 2012 tyler perry movie shows how a businessman is transformed by meeting and learning about an office cleaning crew member
3747,what 2012 western film did jonah hill and leonardo dicaprio both star in set during the antebellum era of the united states
3748,what 40 s movie involves a young boy home from charter school taking care of an injured horse
3749,what 50 s film was the first hollywood movie to be broadcast in color on tv
3750,what 90 s romantic comedy featuring tom hanks and meg ryan was directed by rob reiner
3751,what action adventure movie features a televised competition to the death to be fought out by a representative teenager chosen at random
3752,what action packed blockbuster features sly stallone as well as several other heavy hitters in the blockbuster genre
3753,what action packed movies starred sylvester stallone jet li dolph lundgren randy cotor terry crews jason statham and arnold schwarzenegger
3754,what adam sandler film in which he plays two parts recently received terrible reviews from critics
3755,what adaptation of a shakespeare movie featured the title character talking to the skull of the deceased horatio
3756,what alfred hitchcock classic is about a businessman who is pursued across the country by mistake
3757,what alfred hitchcok directed horror film contained a famous scene where someone is stabbed in a shower
3758,what animated 2010 movie directed by hiromasa yonebayashi was about the daughter of a family of borrowers
3759,what animated children s film features a quirky and curious robot tasked to clean up the over polluted earth
3760,what animated classic features mickey mouse as a magical assistant who finds himself way over his head
3761,what animated disney classic is about a love story between a bookworm and a prince who has a cursed appearance
3762,what animated film featured the voice of the famous actor tom hanks in the leading role of woody
3763,what animated film features a cowboy astronaut dinosaur slinky dog and a mr potato head
3764,what animated film gained it s own billing after starring as one portion of disney s famous fantasia
3765,what animated film has the voice of mandy moore as a repunzal type character
3766,what animated film is based on the music of the famous british rock group the beatles
3767,what animated film released by dreamworks about food falling from the sky is based on a book
3768,what animated film released by pixar studios stars albert brooks as a fish looking for his son
3769,what animated fun movie tells the story of an adopted bear following his dream to become the next great ninja warrior
3770,what animated martial arts feature has a star studded cast featuring jack black as the lead
3771,what animated movie features a clownfish who sets out to get his son back after he is kidnapped
3772,what animated movie features disney s first black princess and an unlikely amphibian lover in it
3773,what animated sequel made by pixar concerns the adventures of the first film s characters as they travel the world
3774,what audrey hepburn classic movie takes place in new york and has her playing a socialite
3775,what award winning film stars adrian brody as a talented piano player whose dreams of success are put on hold due to the nazi holocaust
3776,what award winning movie features an all star cast of celebrities who s characters are intertwined throughout the film
3777,what beloved children s movie featured a pug and cat as best friends and a host of animal abuse allegations
3778,what big budget epic capsized the competition with dazzling special effects and a great love story starring leonardo dicaprio and kate winslet
3779,what biographical sports movie did martin scorsese make that start robert de niro and joe pesci
3780,what biological sports film directed by martin scorsese starred robert de niro as a troubled boxer
3781,what black and white cult classic movie by director kevin smith tells the story of dante an employee at a new jersey convenience store
3782,what british comedy is hailed by most film critics and fans as the funniest movie of all time
3783,what category was this movie horror or suspense
3784,what charming musical family film follows a delightful british nanny as she teaches young children how to enjoy life as well as grow up
3785,what children s animated movie features princess jasmine a magic lamp and her search for her happily ever after
3786,what christmas movie did a young boy wish for a lever action red ryder bb gun
3787,what christmas movie is based on charles dickens classic literary masterpiece featuring george c scott as the main character
3788,what christmas movie starring bill murphy tells the story of an angry old man who gets visited by ghosts
3789,what civil war drama written directed and starred by kevin costner was nominated for numerous academy awards
3790,what class charles dickens novel has been adapted numerous times to film the latest being an animated version featuring the voice of jim carey
3791,what class movie ends with a giant creature being shot on top of the empire state building
3792,what classic 1930 s screwball comedy directed by howard hawks paired cary grant and katharine hepburn
3793,what classic 1945 film starring judy garland and margaret o brien centered around the 1904 world s fair
3794,what classic 1986 children s movie features a young jennifer conneley and david bowe that was created by jim henson
3795,what classic british comedy is about a group of knights searching for a fabled biblical artifact
3796,what classic christmas tale finds a macy s santa clause trying to convince others that he s the real st nick
3797,what classic disney animated film tells the story of a young lion prince who seeks to retake his kingdom
3798,what classic disney film features a litter of puppies in danger from an evil rich woman
3799,what classic horror film features a frightening character that kills young people in their dreams as they sleep
3800,what classic kevin bacon movie was remade in 2011 and featured julianne hough as the leading lady
3801,what classic marx brothers movie comedy from 1933 features a president named rufus t firefly
3802,what classic movie drama features kevin costner and james earl jones about building a baseball diamond in the middle of an iowa cornfield
3803,what classic movie had the famous line as god is my witness i ll never be hungry again
3804,what classic movie revolving around george bailey marked james stewart s return to acting after the world war ii
3805,what classic movie stars a man who accidentally ends up in a role of power
3806,what classic scary movie stars peter cushing as doctor van helsing and christopher lee as a bloodsucker
3807,what classic screwball comedy about two guys in drag on the lam from the mob stars jack lemmon and tony curtis
3808,what clive owen movie centers around a lone pregnant woman and the attempt to get her to safety to save mankind
3809,what coen brothers film stars jeff bridges as a stoner who goes on a detective chase
3810,what coen brothers film stars nic cage and holly hunter as a couple who desperately want a child
3811,what comedy film directed by paul feig contains a controversial scene where 4 women get food poisoning
3812,what comedy film earned saturday night live cast member kristen wiig an academy award nomination
3813,what comedy film tells the story of three friends who decide to kill their employers with the help of jamie foxx
3814,what comedy from that 70 s show alumni topher grace is set during a party in the 1980 s
3815,what comedy sequel stars bradley cooper zach galifianakis and nbc s the office star ed helms
3816,what comedy spoof film starred leslie nielsen as a passenger on an ill fated passenger flight
3817,what comedy spoof film starring leslie nielsen is about a crash and contains multiple flashbacks
3818,what comedy stars will ferrell and mark wahlberg as hapless cops trying to solve a big case
3819,what comedy was released in 2012 where sasha baron cohen plays a north african ruler
3820,what critically acclaimed origin story film released in 2011 featured a main character named caesar
3821,what critically acclaimed war film directed by steven spielberg was upset for the oscar for best picture
3822,what cult classic comedy directed by jared hess stars jon heder as the eponymous awkward teen hero
3823,what cult classic features singer meatloaf a pair of large red lips and fishnet stockings
3824,what cult classic starred brad pitt as a character that actually only existed in edward norton s head
3825,what culturally significant film is loosely based on peter george s cold war thriller novel red alert
3826,what current spike lee movie features intense performances by both denzel washington and clive owen
3827,what david cronenberg film starring jeff goldbloom is about a teleportation exercise gone horribly wrong
3828,what david mamet film stars dustin hoffman as a film producer hired to fake a war
3829,what david o russell film starred mark wahlberg and christian bale as brother who box professionally
3830,what dc comics superhero movie features ryan reynolds saving the world from an entity made of fear
3831,what disney animated feature chronicles the story of a young french girl who grows to love a man turned into a hideous monster
3832,what disney animated film introduced the world to simba a lion whose father is murdered by his uncle
3833,what disney animated film tells the story of simba who in the absence of a father is raised by timon and pumba
3834,what disney classic is about a father dying and the offspring learning to cope with difficulties
3835,what disney film featured a crazed father trying to save his only daughter from a horrible monster
3836,what disney film is a series of animated vignettes that coincide with famous pieces of music
3837,what disney movie is about a cowboy and an astronaut
3838,what disney musical featured groundbreaking animation and mickey mouse as a sorcerer s apprentice who loses control of his master s tricks
3839,what disney summer blockbuster featuring jack gylenhal was based on a long running game series
3840,what documentary directed by errol morris concerned a man wrongfully convicted of murder and put in prison for life
3841,what doo wop musical film starring john travolta and olivia newton john tells the story of young love between a preppy girl and a bad boy type
3842,what dr suess story was adapted to film featuring jim carey as the outcast of whoville
3843,what dystopian sci fi movie stared harrison ford chasing down rogue robots known as replicants in the future
3844,what early 90 s john singleton film stars ice cube and is about the lives of a group of friends in a los angeles ghetto
3845,what eli roth film charecterized by many as torture porn is about friends who are kidnapped abroad
3846,what ensemble comedy film starred adam sandler chris rock and david spade as fathers reliving their youths
3847,what epic steven spielberg world war 2 film does liam neeson save jews from the nazis
3848,what eye catching animated musical had all children singing hakuna matata and i ca n t wait to be king
3849,what famed black action film starring richard roundtree earned isaac hayes an academy award for best original song
3850,what famous animated disney movie from the 90 s did the character named mufasa come from
3851,what famous classic 1939 film tells the tale of southern belle scarlett o hara during the civil war
3852,what famous horror film with jamie lee curtis features a killed with a rubber mask
3853,what famous musical featured the song i ve got to wash that man right out of my hair
3854,what famous superhero did christopher reeve play in 4 movies starting in 1978 and ending in 1987
3855,what famous tale began as a charles dickens novella and has been adapted to film stage opera
3856,what famous western film inspired the korean film the good the bad and the weird
3857,what film s climax includes jimmy stewart filibustering a bill on the floor of the united states congress
3858,what film about alienated mutant heroes tells the story of their beginnings and efforts to save the world from the true bad guys
